id,gender,platform_engagement
6804,Other,29.03
2894,Female,87.56
5855,Other,55.48
7079,Male,17.75
8260,Female,17.28
5479,Other,46.76
2834,Female,92.45
6913,Male,27.78
8448,Male,99.8
7864,Male,40.22
7162,Male,43.59
6641,Other,32.51
3423,Other,77.69
9891,Other,32.3
3541,Male,65.55
4912,Other,62.33
8553,Other,77.22
2828,Female,24.27
5941,Other,34.11
7158,Female,89.7
4735,Male,72.2
4649,Male,56.44
1885,Other,65.13
9070,Other,50.48
1821,Female,59.81
9710,Male,96.14
5745,Female,92.49
8640,Male,36.38
2843,Male,36.21
8201,Other,19.19
1692,Female,99.35
5096,Other,47.26
9837,Male,80.17
8028,Other,40.11
1021,Male,24.64
3366,Other,67.37
2355,Female,10.53
7615,Male,96.6
6594,Female,31.86
9940,Female,27.58
6008,Other,12.89
7353,Other,89.59
8848,Other,82.73
7573,Other,40.35
9359,Other,3.56
8874,Male,6.62
2605,Female,83.89
8164,Other,63.49
4085,Female,22.56
1079,Female,41.68
6601,Female,36.53
8797,Other,86.73
5482,Other,44.38
9677,Male,64.06
5666,Other,56.39
8551,Female,32.43
4296,Male,41.72
2880,Other,2.49
3256,Male,54.09
9736,Male,63.9
9301,Male,73.68
2648,Female,10.52
7699,Female,92.11
4873,Female,4.99
8038,Other,80.95
8547,Male,89.94
1579,Male,14.45
4013,Other,12.11
5463,Female,13.88
1073,Female,63.72
8479,Other,54.94
8490,Female,71.89
5013,Other,38.94
4294,Male,68.86
4682,Male,78.49
3632,Male,12.42
3384,Female,37.68
2527,Other,15.12
7575,Other,96.45
2994,Other,85.13
6877,Male,90.81
1276,Male,86.61
3620,Male,33.42
2602,Other,87.84
2649,Other,58.02
9465,Male,46.9
4426,Other,18.51
9873,Male,88.26
4049,Other,81.83
4531,Female,51.23
8404,Female,10.18
1985,Other,4.67
6348,Other,25.98
4915,Male,82.42
2685,Other,18.8
8685,Female,70.73
7561,Other,81.94
2517,Other,30.8
3968,Other,81.82
6334,Other,73.43
6251,Male,41.87
8621,Other,60.61
8548,Other,4.3
7834,Female,86.27
1485,Male,55.91
5325,Male,98.4
2399,Male,0.65
8625,Other,58.93
5706,Female,15.03
2779,Other,92.22
2029,Other,17.09
1233,Other,72.08
5008,Female,52.11
3247,Female,89.66
2900,Female,37.48
3780,Male,93.82
7065,Other,8.86
2588,Other,92.4
7370,Other,30.56
7616,Female,52.96
9091,Other,27.68
2644,Male,34.04
5747,Other,61.46
6990,Male,30.41
1655,Female,20.97
1614,Other,11.54
3222,Female,78.8
7113,Other,63.27
6714,Female,1.83
3487,Female,34.3
4826,Male,31.89
3098,Male,84.74
4491,Male,86.76
9355,Female,8.63
3157,Other,8.64
3638,Female,57.92
3405,Female,68.59
1970,Male,41.18
1313,Female,36.23
2321,Male,66.55
7978,Male,41.36
1729,Other,64.08
2561,Female,94.19
5393,Male,96.22
2276,Female,61.1
3548,Female,86.64
4207,Male,68.7
3071,Female,84.6
1585,Male,59.18
6729,Other,47.75
6974,Female,42.04
4478,Male,23.07
1263,Other,28
5007,Female,35.9
3876,Female,71.87
2750,Male,35.36
8730,Other,4.19
6431,Female,79.2
2991,Other,91.97
7004,Female,36.25
1771,Female,67.82
2101,Male,73.87
8849,Other,48.2
3940,Female,98.18
3689,Male,73.54
5831,Male,16.57
9323,Other,12.84
3745,Male,29.85
6529,Male,33.22
1500,Other,15.14
8239,Other,86.84
8631,Female,29.46
5938,Male,78.63
6799,Female,97.03
4242,Other,23.65
7927,Female,19.39
3275,Female,98.68
4818,Male,39.51
8764,Female,13.25
3639,Other,13.27
8349,Other,12.85
5014,Other,8.76
4116,Other,64
3676,Male,16.28
1547,Other,59.29
9705,Male,59.55
7230,Male,41.98
5739,Other,7.9
4794,Male,84.64
8506,Male,0.61
4990,Male,90.46
8009,Male,36.54
9344,Female,75.76
4680,Male,23.78
2269,Male,23.66
8231,Male,12.13
2467,Male,31.02
9745,Male,55.37
9151,Other,31.33
5323,Male,95.16
1791,Male,45.95
4538,Female,47.36
9566,Other,8.94
2048,Female,75.74
7140,Other,71.14
9133,Male,31.19
4159,Male,62.21
4772,Other,28.07
9044,Male,98.3
6310,Male,81.84
9806,Male,76.31
6636,Female,67.83
8898,Other,63.4
4503,Other,25.02
3259,Female,52.62
9547,Other,25.6
3602,Other,64.13
6960,Male,75.5
3349,Male,54.72
1565,Female,41.67
7820,Female,3.1
6152,Other,8.54
1431,Female,21.02
9888,Other,54.74
1535,Female,0.97
8304,Female,25.78
8447,Male,3.03
3234,Female,19.54
8171,Female,56.09
5812,Other,77.21
8946,Male,7.22
6472,Male,84.13
4655,Male,68.41
1856,Other,60.48
3117,Female,42.32
8105,Male,32.02
7645,Female,99.52
3378,Female,33.32
3132,Male,69.11
5289,Male,34.51
9531,Male,70.37
3241,Other,94.28
8812,Male,43.23
1933,Male,13.85
1660,Other,68.4
4345,Male,13.62
2593,Other,67.2
4695,Female,95.06
4453,Female,20.68
6041,Male,0.63
7391,Female,34.6
3253,Male,36.51
7428,Male,44.4
9264,Male,95.31
4215,Male,70.09
3682,Male,91.03
7866,Female,15.32
7081,Male,69.44
2162,Female,63.29
4468,Female,48.06
9739,Male,30.28
4557,Male,51.68
5580,Other,43.57
3277,Female,99.86
6691,Female,10.62
3886,Male,10.01
3044,Female,93.55
7563,Male,66.44
1359,Other,98.18
3079,Male,45.78
8364,Male,47.11
8407,Female,76.37
9440,Male,4.61
7552,Other,43.25
7389,Female,82.56
3979,Male,20.86
6040,Male,13.09
3200,Male,67.65
4932,Other,33.56
1698,Other,26.5
3827,Other,46.18
4332,Other,36.48
9292,Female,74.05
5950,Other,46.57
6898,Other,46.95
8238,Female,99.42
4479,Female,95.05
6083,Other,10.9
5472,Female,18.14
6672,Female,55.59
7586,Other,35.84
3793,Male,29.22
2782,Other,45.2
9105,Male,68.57
9159,Other,85.35
7906,Other,20.03
2074,Other,43.7
9775,Other,65.3
5975,Female,5.65
8043,Female,91.61
5354,Female,89.42
3516,Male,25.71
1725,Other,48.09
5352,Female,57.64
5940,Male,19.38
5575,Male,77.22
2916,Male,4.93
6332,Other,97.4
4263,Female,83.17
4021,Male,66.64
2850,Male,33.31
7307,Other,43.45
1389,Other,14.95
5754,Other,32.17
6029,Female,34.41
3302,Female,28.29
7800,Other,82.56
2281,Male,93.03
8133,Female,5.24
8140,Male,61.46
8771,Male,55.37
1388,Female,9.93
2083,Other,68.43
8153,Male,70.63
7856,Female,19.06
5586,Female,50.43
9993,Female,0.15
4955,Female,72.2
2213,Male,98.04
1473,Other,74.58
3060,Male,46.01
9774,Other,82.92
3495,Female,42.09
4012,Female,9.99
6122,Female,55.79
4323,Other,68.63
5046,Female,28.76
9818,Other,21.81
6565,Male,4.51
7246,Other,74.65
5316,Other,12.1
1231,Other,43.07
7148,Female,89.94
3273,Other,37.29
2725,Female,99.27
3276,Female,91.59
8216,Male,27.99
8687,Female,22.42
3489,Other,88.85
4656,Male,52.1
1481,Male,38.04
5157,Male,47.95
6454,Male,66.92
4457,Female,22.45
3547,Other,38.9
5590,Female,75.65
7186,Female,64.86
1237,Other,76.52
6881,Male,71.35
7993,Other,91.16
9444,Male,19.84
5534,Male,65.76
2939,Male,61.57
9386,Other,80.86
9187,Male,46.32
6955,Male,97.2
6429,Female,71.02
9718,Male,58.16
9572,Female,34.92
8737,Male,28.48
7374,Male,74.44
3339,Male,83.59
5922,Other,79.01
9565,Female,38.92
4434,Female,47.01
7708,Other,44.82
4055,Female,7.35
9634,Male,11.74
9699,Male,5.55
3248,Other,72.04
9312,Female,33.26
9962,Female,29.72
2631,Female,98.07
4373,Other,10.08
2603,Female,31.04
5070,Other,67.92
2984,Other,79.75
1972,Other,58.65
7891,Other,76.93
6101,Female,37.35
8638,Male,70.01
3583,Female,52.85
7380,Female,22.76
4131,Other,72.93
5051,Male,5.71
1476,Male,1.86
9946,Female,99.75
